"","Crop","Acres","fips","name","state","Name","Demand","Avg_water_use"
"1","Pistachios",5.6,"04001","Apache County","AZ","ARIZONA",4,22.4
"2","Dbl Crop Oats_Corn",2.2,"04001","Apache County","AZ","ARIZONA",NA,NA
"3","Corn",1.1,"04001","Apache County","AZ","ARIZONA",4.7,5.17
"4","Alfalfa",20827.9,"04003","Cochise County","AZ","ARIZONA",5.8,120801.82
"5","Corn",16914.4,"04003","Cochise County","AZ","ARIZONA",4.7,79497.68
"6","Pecans",14078.5,"04003","Cochise County","AZ","ARIZONA",5,70392.5
"7","Winter Wheat",10757.9,"04003","Cochise County","AZ","ARIZONA",3.6,38728.44
"8","Cotton",4338.9,"04003","Cochise County","AZ","ARIZONA",4.6,19958.94
"9","Sorghum",2275.8,"04003","Cochise County","AZ","ARIZONA",4.4,10013.52
"10","Dbl Crop Oats_Corn",2227.3,"04003","Cochise County","AZ","ARIZONA",NA,NA
"11","Pecans",8.5,"04005","Coconino County","AZ","ARIZONA",5,42.5
"12","Alfalfa",6.7,"04005","Coconino County","AZ","ARIZONA",5.8,38.86
"13","Alfalfa",430.1,"04007","Gila County","AZ","ARIZONA",5.8,2494.58
"14","Cotton",24279.7,"04009","Graham County","AZ","ARIZONA",4.6,111686.62
"15","Alfalfa",7295,"04009","Graham County","AZ","ARIZONA",5.8,42311
"16","Dbl Crop Oats_Corn",3955.7,"04009","Graham County","AZ","ARIZONA",NA,NA
"17","Corn",2607.1,"04009","Graham County","AZ","ARIZONA",4.7,12253.37
"18","Winter Wheat",2481.5,"04009","Graham County","AZ","ARIZONA",3.6,8933.4
"19","Dry Beans",1818.3,"04009","Graham County","AZ","ARIZONA",2.3,4182.09
"20","Alfalfa",1301.7,"04011","Greenlee County","AZ","ARIZONA",5.8,7549.86
"21","Pecans",1004.1,"04011","Greenlee County","AZ","ARIZONA",5,5020.5
"22","Cotton",911.8,"04011","Greenlee County","AZ","ARIZONA",4.6,4194.28
"23","Other Hay_Non Alfalfa",487.3,"04011","Greenlee County","AZ","ARIZONA",3.3,1608.09
"24","Barley",153,"04011","Greenlee County","AZ","ARIZONA",4.8,734.4
"25","Alfalfa",76956.6,"04012","La Paz County","AZ","ARIZONA",5.8,446348.28
"26","Cotton",9338.1,"04012","La Paz County","AZ","ARIZONA",4.6,42955.26
"27","Other Hay_Non Alfalfa",5169.6,"04012","La Paz County","AZ","ARIZONA",3.3,17059.68
"28","Alfalfa",153896.2,"04013","Maricopa County","AZ","ARIZONA",5.8,892597.96
"29","Cotton",17226,"04013","Maricopa County","AZ","ARIZONA",4.6,79239.6
"30","Winter Wheat",14983.4,"04013","Maricopa County","AZ","ARIZONA",3.6,53940.24
"31","Corn",11479.1,"04013","Maricopa County","AZ","ARIZONA",4.7,53951.77
"32","Millet",7033.9,"04013","Maricopa County","AZ","ARIZONA",4.4,30949.16
"33","Barley",6462.1,"04013","Maricopa County","AZ","ARIZONA",4.8,31018.08
"34","Other Hay_Non Alfalfa",4780.4,"04013","Maricopa County","AZ","ARIZONA",3.3,15775.32
"35","Alfalfa",15774,"04015","Mohave County","AZ","ARIZONA",5.8,91489.2
"36","Cotton",2762.6,"04015","Mohave County","AZ","ARIZONA",4.6,12707.96
"37","Winter Wheat",1388.4,"04015","Mohave County","AZ","ARIZONA",3.6,4998.24
"38","Dbl Crop Oats_Corn",57.4,"04017","Navajo County","AZ","ARIZONA",NA,NA
"39","Cotton",11034.1,"04019","Pima County","AZ","ARIZONA",4.6,50756.86
"40","Winter Wheat",6198.4,"04019","Pima County","AZ","ARIZONA",3.6,22314.24
"41","Alfalfa",5815.2,"04019","Pima County","AZ","ARIZONA",5.8,33728.16
"42","Alfalfa",98486.4,"04021","Pinal County","AZ","ARIZONA",5.8,571221.12
"43","Cotton",94787.3,"04021","Pinal County","AZ","ARIZONA",4.6,436021.58
"44","Winter Wheat",19417.5,"04021","Pinal County","AZ","ARIZONA",3.6,69903
"45","Corn",15772.9,"04021","Pinal County","AZ","ARIZONA",4.7,74132.63
"46","Other Hay_Non Alfalfa",4463,"04021","Pinal County","AZ","ARIZONA",3.3,14727.9
"47","Alfalfa",810.2,"04023","Santa Cruz County","AZ","ARIZONA",5.8,4699.16
"48","Other Hay_Non Alfalfa",262,"04023","Santa Cruz County","AZ","ARIZONA",3.3,864.6
"49","Pistachios",209.9,"04023","Santa Cruz County","AZ","ARIZONA",4,839.6
"50","Alfalfa",1611,"04025","Yavapai County","AZ","ARIZONA",5.8,9343.8
"51","Winter Wheat",141.2,"04025","Yavapai County","AZ","ARIZONA",3.6,508.32
"52","Dbl Crop Oats_Corn",114.3,"04025","Yavapai County","AZ","ARIZONA",NA,NA
"53","Alfalfa",45670.5,"04027","Yuma County","AZ","ARIZONA",5.8,264888.9
"54","Other Hay_Non Alfalfa",14447.9,"04027","Yuma County","AZ","ARIZONA",3.3,47678.07
"55","Winter Wheat",937.2,"06001","Alameda County","CA","CALIFORNIA",2.3,2155.56
"56","Alfalfa",691.4,"06001","Alameda County","CA","CALIFORNIA",3.7,2558.18
"57","Oats",488.8,"06001","Alameda County","CA","CALIFORNIA",1.7,830.96
"58","Grapes",350.3,"06001","Alameda County","CA","CALIFORNIA",1.5,525.45
"59","Other Hay_Non Alfalfa",335.1,"06001","Alameda County","CA","CALIFORNIA",2.8,938.28
"60","Other Hay_Non Alfalfa",191.3,"06003","Alpine County","CA","CALIFORNIA",2.8,535.64
"61","Alfalfa",189.3,"06003","Alpine County","CA","CALIFORNIA",3.7,700.41
"62","Other Hay_Non Alfalfa",926.7,"06005","Amador County","CA","CALIFORNIA",2.8,2594.76
"63","Winter Wheat",736.3,"06005","Amador County","CA","CALIFORNIA",2.3,1693.49
"64","Grapes",733.7,"06005","Amador County","CA","CALIFORNIA",1.5,1100.55
"65","Alfalfa",723,"06005","Amador County","CA","CALIFORNIA",3.7,2675.1
"66","Walnuts",226.2,"06005","Amador County","CA","CALIFORNIA",3.5,791.7
"67","Rice",82700.1,"06007","Butte County","CA","CALIFORNIA",4.7,388690.47
"68","Walnuts",69530.6,"06007","Butte County","CA","CALIFORNIA",3.5,243357.1
"69","Almonds",30149.4,"06007","Butte County","CA","CALIFORNIA",4.1,123612.54
"70","Walnuts",431.9,"06009","Calaveras County","CA","CALIFORNIA",3.5,1511.65
"71","Almonds",61.2,"06009","Calaveras County","CA","CALIFORNIA",4.1,250.92
"72","Grapes",53.4,"06009","Calaveras County","CA","CALIFORNIA",1.5,80.1
"73","Alfalfa",39.1,"06009","Calaveras County","CA","CALIFORNIA",3.7,144.67
"74","Other Hay_Non Alfalfa",21.6,"06009","Calaveras County","CA","CALIFORNIA",2.8,60.48
"75","Rice",128478.1,"06011","Colusa County","CA","CALIFORNIA",4.7,603847.07
"76","Almonds",64367.7,"06011","Colusa County","CA","CALIFORNIA",4.1,263907.57
"77","Walnuts",28996,"06011","Colusa County","CA","CALIFORNIA",3.5,101486
"78","Tomatoes",10252.4,"06011","Colusa County","CA","CALIFORNIA",2.3,23580.52
"79","Alfalfa",8980.1,"06011","Colusa County","CA","CALIFORNIA",3.7,33226.37
"80","Winter Wheat",7758,"06011","Colusa County","CA","CALIFORNIA",2.3,17843.4
"81","Alfalfa",14672.5,"06013","Contra Costa County","CA","CALIFORNIA",3.7,54288.25
"82","Corn",8194.4,"06013","Contra Costa County","CA","CALIFORNIA",3,24583.2
"83","Winter Wheat",6592.2,"06013","Contra Costa County","CA","CALIFORNIA",2.3,15162.06
"84","Grapes",3809.6,"06013","Contra Costa County","CA","CALIFORNIA",1.5,5714.4
"85","Safflower",3671.7,"06013","Contra Costa County","CA","CALIFORNIA",1.5,5507.55
"86","Other Hay_Non Alfalfa",1491.2,"06013","Contra Costa County","CA","CALIFORNIA",2.8,4175.36
"87","Tomatoes",1028.4,"06013","Contra Costa County","CA","CALIFORNIA",2.3,2365.32
"88","Winter Wheat",8.2,"06015","Del Norte County","CA","CALIFORNIA",2.3,18.86
"89","Other Hay_Non Alfalfa",3.3,"06015","Del Norte County","CA","CALIFORNIA",2.8,9.24
"90","Grapes",514.8,"06017","El Dorado County","CA","CALIFORNIA",1.5,772.2
"91","Alfalfa",119,"06017","El Dorado County","CA","CALIFORNIA",3.7,440.3
"92","Walnuts",59.8,"06017","El Dorado County","CA","CALIFORNIA",3.5,209.3
"93","Other Hay_Non Alfalfa",48.3,"06017","El Dorado County","CA","CALIFORNIA",2.8,135.24
"94","Almonds",273117.5,"06019","Fresno County","CA","CALIFORNIA",4.1,1119781.75
"95","Grapes",231752.8,"06019","Fresno County","CA","CALIFORNIA",1.5,347629.2
"96","Pistachios",105854.5,"06019","Fresno County","CA","CALIFORNIA",4,423418
"97","Winter Wheat",104942.7,"06019","Fresno County","CA","CALIFORNIA",2.3,241368.21
"98","Cotton",67518.3,"06019","Fresno County","CA","CALIFORNIA",3.2,216058.56
